snapshot_time,code,element_id,gw,ep_next
2026-07-08 19:04:26.910384,206325,12,,0.0
2026-07-08 19:04:26.910384,206915,388,,3.5
2026-07-08 19:04:26.910384,207189,330,,1.0
2026-07-08 19:04:26.910384,207283,126,,4.3
2026-07-08 19:04:26.910384,208706,488,,4.5
2026-07-08 19:04:26.910384,208912,199,,0.0
2026-07-08 19:04:26.910384,209036,260,,5.7
2026-07-08 19:04:26.910384,209041,816,,0.5
2026-07-08 19:04:26.910384,209046,516,,0.0
2026-07-08 19:04:26.910384,209243,456,,0.5
2026-07-08 19:04:26.910384,209244,414,,4.3
2026-07-08 19:04:26.910384,209288,140,,0.0
2026-07-08 19:04:26.910384,209289,325,,2.0
2026-07-08 19:04:26.910384,209365,436,,0.0
2026-07-08 19:04:26.910384,209400,271,,1.2
2026-07-08 19:04:26.910384,210156,527,,5.8
2026-07-08 19:04:26.910384,210462,521,,0.5
2026-07-08 19:04:26.910384,210494,607,,0.0
2026-07-08 19:04:26.910384,211975,404,,0.0
2026-07-08 19:04:26.910384,212314,332,,3.2
2026-07-08 19:04:26.910384,212319,597,,5.5
2026-07-08 19:04:26.910384,213198,240,,0.0
2026-07-08 19:04:26.910384,213999,616,,0.0
2026-07-08 19:04:26.910384,214048,605,,0.0
2026-07-08 19:04:26.910384,214225,348,,2.7
2026-07-08 19:04:26.910384,214285,377,,0.0
2026-07-08 19:04:26.910384,214572,566,,0.0
2026-07-08 19:04:26.910384,214590,610,,1.0
2026-07-08 19:04:26.910384,215059,220,,1.0
2026-07-08 19:04:26.910384,215136,508,,2.2
2026-07-08 19:04:26.910384,215379,517,,8.5
2026-07-08 19:04:26.910384,215413,242,,4.2
2026-07-08 19:04:26.910384,215439,613,,3.8
2026-07-08 19:04:26.910384,215460,550,,0.0
2026-07-08 19:04:26.910384,215711,49,,0.3
2026-07-08 19:04:26.910384,216051,440,,1.5
2026-07-08 19:04:26.910384,216055,722,,3.0
2026-07-08 19:04:26.910384,216094,370,,1.1
2026-07-08 19:04:26.910384,216646,135,,1.5
2026-07-08 19:04:26.910384,218328,727,,2.0
2026-07-08 19:04:26.910384,218364,259,,-0.8
2026-07-08 19:04:26.910384,219168,499,,2.0
2026-07-08 19:04:26.910384,219249,164,,0.0
2026-07-08 19:04:26.910384,219847,30,,4.2
2026-07-08 19:04:26.910384,219924,320,,0.8
2026-07-08 19:04:26.910384,219937,379,,0.5
2026-07-08 19:04:26.910384,220237,475,,4.0
2026-07-08 19:04:26.910384,220362,815,,1.8
2026-07-08 19:04:26.910384,220566,421,,2.3
2026-07-08 19:04:26.910384,220598,219,,0.0
2026-07-08 19:04:26.910384,220627,706,,4.0
2026-07-08 19:04:26.910384,220684,533,,0.0
2026-07-08 19:04:26.910384,220695,132,,0.0
2026-07-08 19:04:26.910384,221389,715,,0.0
2026-07-08 19:04:26.910384,221399,352,,0.0
2026-07-08 19:04:26.910384,221466,72,,8.7
2026-07-08 19:04:26.910384,221632,569,,0.0
2026-07-08 19:04:26.910384,221820,437,,2.2
2026-07-08 19:04:26.910384,222531,515,,6.0
2026-07-08 19:04:26.910384,222683,81,,0.0
2026-07-08 19:04:26.910384,222690,448,,0.0
2026-07-08 19:04:26.910384,222694,343,,0.5
2026-07-08 19:04:26.910384,223094,430,,7.3
2026-07-08 19:04:26.910384,223336,549,,0.0
2026-07-08 19:04:26.910384,223340,16,,7.0
2026-07-08 19:04:26.910384,223434,149,,0.0
2026-07-08 19:04:26.910384,223541,385,,1.3
2026-07-08 19:04:26.910384,223827,531,,0.0
2026-07-08 19:04:26.910384,223911,79,,0.0
2026-07-08 19:04:26.910384,224024,612,,0.0
2026-07-08 19:04:26.910384,224068,504,,0.0
2026-07-08 19:04:26.910384,224117,666,,6.0
2026-07-08 19:04:26.910384,224967,292,,0.8
2026-07-08 19:04:26.910384,224995,91,,0.0
2026-07-08 19:04:26.910384,225321,674,,0.0
2026-07-08 19:04:26.910384,225796,225,,0.3
2026-07-08 19:04:26.910384,226182,342,,1.3
2026-07-08 19:04:26.910384,226597,5,,8.8
2026-07-08 19:04:26.910384,226944,58,,0.0
2026-07-08 19:04:26.910384,226956,112,,0.0
2026-07-08 19:04:26.910384,227127,587,,1.0
2026-07-08 19:04:26.910384,227444,505,,3.0
2026-07-08 19:04:26.910384,229384,621,,0.0
2026-07-08 19:04:26.910384,229600,288,,0.0
2026-07-08 19:04:26.910384,230001,438,,3.0
2026-07-08 19:04:26.910384,230046,699,,0.0
2026-07-08 19:04:26.910384,230376,663,,0.0
2026-07-08 19:04:26.910384,231057,644,,0.5
2026-07-08 19:04:26.910384,231065,111,,-0.5
2026-07-08 19:04:26.910384,231416,148,,3.0
2026-07-08 19:04:26.910384,231480,636,,3.8
2026-07-08 19:04:26.910384,231747,283,,1.0
2026-07-08 19:04:26.910384,232112,459,,0.0
2026-07-08 19:04:26.910384,232185,267,,3.2
2026-07-08 19:04:26.910384,232356,774,,0.0
2026-07-08 19:04:26.910384,232413,266,,4.8
2026-07-08 19:04:26.910384,232571,528,,0.0
2026-07-08 19:04:26.910384,232653,52,,4.0
2026-07-08 19:04:26.910384,232787,796,,4.2
2026-07-08 19:04:26.910384,232792,150,,0.0
2026-07-08 19:04:26.910384,232820,534,,0.0
2026-07-08 19:04:26.910384,232826,485,,0.0
2026-07-08 19:04:26.910384,232859,573,,2.8
2026-07-08 19:04:26.910384,232892,318,,2.8
2026-07-08 19:04:26.910384,232928,303,,2.5
2026-07-08 19:04:26.910384,233963,606,,2.5
2026-07-08 19:04:26.910384,235448,102,,-0.5
2026-07-08 19:04:26.910384,235674,589,,0.0
2026-07-08 19:04:26.910384,235826,362,,0.3
2026-07-08 19:04:26.910384,240299,653,,0.0
2026-07-08 19:04:26.910384,240514,142,,0.0
2026-07-08 19:04:26.910384,241231,194,,0.0
2026-07-08 19:04:26.910384,242880,229,,0.0
2026-07-08 19:04:26.910384,242882,685,,0.0
2026-07-08 19:04:26.910384,242898,580,,0.6
2026-07-08 19:04:26.910384,243016,386,,5.5
2026-07-08 19:04:26.910384,243298,384,,3.5
2026-07-08 19:04:26.910384,243345,520,,0.0
2026-07-08 19:04:26.910384,243526,347,,0.0
2026-07-08 19:04:26.910384,243571,296,,0.2
2026-07-08 19:04:26.910384,244042,338,,1.2
2026-07-08 19:04:26.910384,244723,258,,0.6
2026-07-08 19:04:26.910384,244731,383,,0.0
2026-07-08 19:04:26.910384,244850,47,,3.7
2026-07-08 19:04:26.910384,244851,235,,1.3
2026-07-08 19:04:26.910384,244858,123,,0.0
2026-07-08 19:04:26.910384,244954,41,,0.7
2026-07-08 19:04:26.910384,246301,321,,0.0
2026-07-08 19:04:26.910384,247245,188,,0.0
2026-07-08 19:04:26.910384,247348,256,,2.0
2026-07-08 19:04:26.910384,247412,654,,0.6
2026-07-08 19:04:26.910384,247632,236,,1.7
2026-07-08 19:04:26.910384,247670,791,,2.2
2026-07-08 19:04:26.910384,247693,726,,1.5
2026-07-08 19:04:26.910384,247955,724,,2.0
2026-07-08 19:04:26.910384,248056,358,,4.0
2026-07-08 19:04:26.910384,248857,18,,2.2
2026-07-08 19:04:26.910384,248875,418,,7.7
2026-07-08 19:04:26.910384,248937,355,,0.0
2026-07-08 19:04:26.910384,249231,107,,3.0
2026-07-08 19:04:26.910384,250199,519,,1.0
2026-07-08 19:04:26.910384,250735,204,,0.0
2026-07-08 19:04:26.910384,424044,93,,0.0
2026-07-08 19:04:26.910384,424876,387,,6.7
2026-07-08 19:04:26.910384,427623,261,,0.0
2026-07-08 19:04:26.910384,427637,350,,1.0
2026-07-08 19:04:26.910384,428580,128,,0.0
2026-07-08 19:04:26.910384,428971,315,,0.0
2026-07-08 19:04:26.910384,429414,656,,0.0
2026-07-08 19:04:26.910384,430871,450,,4.5
2026-07-08 19:04:26.910384,431248,709,,0.5
2026-07-08 19:04:26.910384,431639,215,,2.7
2026-07-08 19:04:26.910384,432422,491,,1.1
2026-07-08 19:04:26.910384,432714,426,,1.8
2026-07-08 19:04:26.910384,432720,182,,0.5
2026-07-08 19:04:26.910384,432830,106,,2.5
2026-07-08 19:04:26.910384,433036,427,,0.7
2026-07-08 19:04:26.910384,433154,300,,0.8
2026-07-08 19:04:26.910384,433312,648,,0.0
2026-07-08 19:04:26.910384,433952,357,,0.0
2026-07-08 19:04:26.910384,434399,541,,3.2
2026-07-08 19:04:26.910384,434752,344,,6.0
2026-07-08 19:04:26.910384,435973,217,,0.3
2026-07-08 19:04:26.910384,435997,698,,0.0
2026-07-08 19:04:26.910384,436234,590,,0.0
2026-07-08 19:04:26.910384,436416,806,,0.0
2026-07-08 19:04:26.910384,436893,78,,0.0
2026-07-08 19:04:26.910384,437495,339,,0.0
2026-07-08 19:04:26.910384,437499,257,,1.2
2026-07-08 19:04:26.910384,437505,560,,1.8
2026-07-08 19:04:26.910384,437730,82,,4.3
2026-07-08 19:04:26.910384,437738,345,,2.3
2026-07-08 19:04:26.910384,437742,29,,0.0
2026-07-08 19:04:26.910384,437748,214,,0.0
2026-07-08 19:04:26.910384,438098,23,,0.0
2026-07-08 19:04:26.910384,438234,413,,4.5
2026-07-08 19:04:26.910384,438464,268,,0.0
2026-07-08 19:04:26.910384,439135,154,,0.0
2026-07-08 19:04:26.910384,440089,121,,4.3
2026-07-08 19:04:26.910384,440148,395,,0.0
2026-07-08 19:04:26.910384,440323,680,,0.3
2026-07-08 19:04:26.910384,440854,9,,0.0
2026-07-08 19:04:26.910384,440955,564,,0.0
2026-07-08 19:04:26.910384,440993,299,,2.0
2026-07-08 19:04:26.910384,441024,482,,0.0
2026-07-08 19:04:26.910384,441164,568,,3.2
2026-07-08 19:04:26.910384,441191,477,,0.0
2026-07-08 19:04:26.910384,441192,171,,0.0
2026-07-08 19:04:26.910384,441240,92,,0.0
2026-07-08 19:04:26.910384,441264,730,,3.0
2026-07-08 19:04:26.910384,441266,390,,4.3
2026-07-08 19:04:26.910384,441271,638,,0.0
2026-07-08 19:04:26.910384,441302,39,,0.3
2026-07-08 19:04:26.910384,444102,97,,2.7
2026-07-08 19:04:26.910384,444145,19,,1.2
2026-07-08 19:04:26.910384,444172,68,,0.0
2026-07-08 19:04:26.910384,444180,200,,4.7
2026-07-08 19:04:26.910384,444463,230,,2.3
2026-07-08 19:04:26.910384,444765,113,,2.0
2026-07-08 19:04:26.910384,444884,389,,-0.5
2026-07-08 19:04:26.910384,445044,583,,0.0
2026-07-08 19:04:26.910384,445122,8,,0.2
2026-07-08 19:04:26.910384,446008,119,,3.2
2026-07-08 19:04:26.910384,447203,397,,0.0
2026-07-08 19:04:26.910384,447325,289,,0.0
2026-07-08 19:04:26.910384,447715,211,,0.0
2026-07-08 19:04:26.910384,448047,237,,7.7
2026-07-08 19:04:26.910384,448089,646,,2.8
2026-07-08 19:04:26.910384,448104,725,,3.5
2026-07-08 19:04:26.910384,448514,402,,2.0
2026-07-08 19:04:26.910384,449027,367,,1.3
2026-07-08 19:04:26.910384,449434,486,,0.5
2026-07-08 19:04:26.910384,449871,59,,-0.5
2026-07-08 19:04:26.910384,449988,655,,0.0
2026-07-08 19:04:26.910384,450070,615,,1.5
2026-07-08 19:04:26.910384,450072,196,,0.0
2026-07-08 19:04:26.910384,450535,277,,0.0
2026-07-08 19:04:26.910384,450539,133,,0.0
2026-07-08 19:04:26.910384,450542,278,,0.0
2026-07-08 19:04:26.910384,451302,431,,0.0
2026-07-08 19:04:26.910384,451340,157,,0.0
2026-07-08 19:04:26.910384,451432,509,,0.0
2026-07-08 19:04:26.910384,456512,669,,0.0
2026-07-08 19:04:26.910384,457569,67,,5.0
2026-07-08 19:04:26.910384,458249,466,,0.8
2026-07-08 19:04:26.910384,458297,556,,0.0
2026-07-08 19:04:26.910384,460028,227,,1.7
2026-07-08 19:04:26.910384,460842,582,,0.0
2026-07-08 19:04:26.910384,461188,193,,0.3
2026-07-08 19:04:26.910384,461195,535,,0.0
2026-07-08 19:04:26.910384,461199,548,,0.0
2026-07-08 19:04:26.910384,461421,57,,0.0
2026-07-08 19:04:26.910384,461446,704,,0.0
2026-07-08 19:04:26.910384,461484,498,,0.0
2026-07-08 19:04:26.910384,461537,435,,0.0
2026-07-08 19:04:26.910384,461567,189,,0.0
2026-07-08 19:04:26.910384,462116,609,,0.5
2026-07-08 19:04:26.910384,462381,35,,0.0
2026-07-08 19:04:26.910384,462424,6,,7.5
2026-07-08 19:04:26.910384,462492,34,,0.0
2026-07-08 19:04:26.910384,462635,360,,0.0
2026-07-08 19:04:26.910384,463034,250,,0.3
2026-07-08 19:04:26.910384,463067,158,,1.0
2026-07-08 19:04:26.910384,463748,3,,0.0
2026-07-08 19:04:26.910384,463936,239,,0.0
2026-07-08 19:04:26.910384,463981,77,,5.7
2026-07-08 19:04:26.910384,465247,733,,3.8
2026-07-08 19:04:26.910384,465351,407,,2.7
2026-07-08 19:04:26.910384,465527,207,,2.0
2026-07-08 19:04:26.910384,465642,684,,2.0
2026-07-08 19:04:26.910384,465680,696,,0.0
2026-07-08 19:04:26.910384,465694,423,,1.0
2026-07-08 19:04:26.910384,465702,540,,0.0
2026-07-08 19:04:26.910384,465730,145,,6.0
2026-07-08 19:04:26.910384,465920,245,,0.0
2026-07-08 19:04:26.910384,466052,417,,3.3
2026-07-08 19:04:26.910384,466075,7,,4.8
2026-07-08 19:04:26.910384,466117,275,,0.0
2026-07-08 19:04:26.910384,466525,660,,0.0
2026-07-08 19:04:26.910384,467169,454,,0.0
2026-07-08 19:04:26.910384,467189,679,,2.8
2026-07-08 19:04:26.910384,467779,173,,0.3
2026-07-08 19:04:26.910384,469130,805,,0.2
2026-07-08 19:04:26.910384,469142,151,,3.3
2026-07-08 19:04:26.910384,469247,51,,0.0
2026-07-08 19:04:26.910384,469272,210,,4.0
2026-07-08 19:04:26.910384,470294,361,,0.0
2026-07-08 19:04:26.910384,470313,714,,2.8
2026-07-08 19:04:26.910384,470315,814,,2.0
2026-07-08 19:04:26.910384,471798,223,,0.0
2026-07-08 19:04:26.910384,472713,116,,0.3
2026-07-08 19:04:26.910384,472739,141,,0.0
2026-07-08 19:04:26.910384,472769,411,,2.5
2026-07-08 19:04:26.910384,474120,161,,0.0
2026-07-08 19:04:26.910384,474907,298,,0.0
2026-07-08 19:04:26.910384,475123,503,,0.0
2026-07-08 19:04:26.910384,475168,249,,2.5
2026-07-08 19:04:26.910384,476502,649,,0.0
2026-07-08 19:04:26.910384,476887,734,,2.8
2026-07-08 19:04:26.910384,477064,410,,0.5
2026-07-08 19:04:26.910384,477424,403,,0.7
2026-07-08 19:04:26.910384,477547,536,,0.0
2026-07-08 19:04:26.910384,477555,424,,1.2
2026-07-08 19:04:26.910384,477580,71,,0.0
2026-07-08 19:04:26.910384,477717,191,,2.7
2026-07-08 19:04:26.910384,477851,554,,0.0
2026-07-08 19:04:26.910384,478969,190,,1.0
2026-07-08 19:04:26.910384,480455,290,,0.0
2026-07-08 19:04:26.910384,481283,688,,-0.5
2026-07-08 19:04:26.910384,481655,26,,3.0
2026-07-08 19:04:26.910384,482442,593,,1.2
2026-07-08 19:04:26.910384,482609,228,,0.5
2026-07-08 19:04:26.910384,482973,526,,5.5
2026-07-08 19:04:26.910384,483081,635,,2.5
2026-07-08 19:04:26.910384,483364,602,,0.0
2026-07-08 19:04:26.910384,484420,547,,5.5
2026-07-08 19:04:26.910384,485047,511,,3.2
2026-07-08 19:04:26.910384,485055,567,,3.0
2026-07-08 19:04:26.910384,485337,677,,-0.8
2026-07-08 19:04:26.910384,485711,681,,1.6
2026-07-08 19:04:26.910384,486385,311,,2.8
2026-07-08 19:04:26.910384,486520,356,,0.0
2026-07-08 19:04:26.910384,486672,241,,2.0
2026-07-08 19:04:26.910384,487053,574,,1.0
2026-07-08 19:04:26.910384,487117,179,,0.0
2026-07-08 19:04:26.910384,487676,532,,1.8
2026-07-08 19:04:26.910384,487702,208,,0.0
2026-07-08 19:04:26.910384,487838,473,,1.0
2026-07-08 19:04:26.910384,488024,712,,-0.2
2026-07-08 19:04:26.910384,488213,720,,1.2
2026-07-08 19:04:26.910384,489571,184,,0.0
2026-07-08 19:04:26.910384,489580,380,,0.5
2026-07-08 19:04:26.910384,489639,139,,3.3
2026-07-08 19:04:26.910384,489706,276,,-0.2
2026-07-08 19:04:26.910384,489888,697,,0.7
2026-07-08 19:04:26.910384,490000,530,,0.0
2026-07-08 19:04:26.910384,490094,304,,1.5
2026-07-08 19:04:26.910384,490142,623,,0.2
2026-07-08 19:04:26.910384,490145,599,,0.0
2026-07-08 19:04:26.910384,490721,633,,2.2
2026-07-08 19:04:26.910384,490881,460,,0.0
2026-07-08 19:04:26.910384,490885,620,,0.0
2026-07-08 19:04:26.910384,491007,247,,0.0
2026-07-08 19:04:26.910384,491012,312,,0.0
2026-07-08 19:04:26.910384,491279,575,,2.5
2026-07-08 19:04:26.910384,491287,56,,0.0
2026-07-08 19:04:26.910384,491460,828,,0.0
2026-07-08 19:04:26.910384,491501,394,,0.0
2026-07-08 19:04:26.910384,491557,309,,0.0
2026-07-08 19:04:26.910384,491745,705,,0.0
2026-07-08 19:04:26.910384,492066,537,,0.0
2026-07-08 19:04:26.910384,492368,349,,0.0
2026-07-08 19:04:26.910384,492777,375,,0.0
2026-07-08 19:04:26.910384,492831,216,,1.0
2026-07-08 19:04:26.910384,492859,351,,1.0
2026-07-08 19:04:26.910384,493105,453,,0.3
2026-07-08 19:04:26.910384,493125,572,,0.2
2026-07-08 19:04:26.910384,493250,452,,1.8
2026-07-08 19:04:26.910384,493362,717,,0.0
2026-07-08 19:04:26.910384,493837,558,,0.0
2026-07-08 19:04:26.910384,494307,794,,0.5
2026-07-08 19:04:26.910384,494521,74,,6.7
2026-07-08 19:04:26.910384,494556,819,,-0.5
2026-07-08 19:04:26.910384,494595,382,,3.3
2026-07-08 19:04:26.910384,494960,192,,0.3
2026-07-08 19:04:26.910384,495145,70,,0.0
